id	source_sha256	decision	capability	parameters	route_kind	real_check	decline_reason	tool_calls	elapsed_s
Alarm_f2774e0b.ltl	a439ecea3a630290eba01ff9b3569d0ce7f4ec1de794e7863188b0992766c665	decline					unsupported_parameter_signature	1	0.000481
AllHeating_d6376bf9.ltl	2e031f628ffe3f5da7481d710f6c338b65436119c171de6e9b6137ce99e6806f	decline					unsupported_parameter_signature	1	0.000436
AllLights_06e9cad4.ltl	e48582cce51b281b6d6f5df4205179b46531b158beee98314b44cd111875e487	decline					unsupported_parameter_signature	1	0.000709
AllLights_2c5b09da.ltl	cfd0555e97b3a2f3c7df52d9d195c9019597051b37cb8748f4812482433a6608	decline					unsupported_parameter_signature	1	0.000694
AllLights_63831f8c.ltl	26e62c0f9694c43b4cdf98d1efe1047081c5e29f0b63c3a422265b3638e26b8f	decline					unsupported_parameter_signature	1	0.000525
AllLights_aeb1d897.ltl	2e511e21c899c983a14063f6edfa7c0aa2af549ac22ea5062871affa02214b90	decline					unsupported_parameter_signature	1	0.000768
AllLights_b209ff21.ltl	c0bb371f4a319c690ebe0593cdef398246f4c07b4f0c7cbd8ccc39573ca7e2f9	decline					unsupported_parameter_signature	1	0.000635
AllLights_d6c5ac79.ltl	eec7b1f2aac999987200dac40f6d7a830ad9ad8a9581e141942598ece9c246ab	decline					unsupported_parameter_signature	1	0.000666
AllShades_66f450a4.ltl	80b820d8b2f10ce25be8369ddd95748db4061defab153560e79e9a9821fe056a	decline					unsupported_parameter_signature	1	0.000779
Assumptions_a50cadd7.ltl	2970d203e002b727c5bfe6ca4d81d131a95bbbfa66aedb61a5ea5cf3e79fc561	decline					unsupported_parameter_signature	1	0.000768
Automata.ltl	f8075bbd44374c31377eea525020529f5d79c5a334f0ea58f53827594aa060a7	decline					unsupported_parameter_signature	1	0.000482
Automata16S.ltl	a23aee283958984eeabefcfb5d0d2e2c0eccaa54a0ee0963afc6d6f1cf6a17c0	decline					unsupported_parameter_signature	1	0.000745
Automata32S.ltl	f1c2128849fca8d106547a094a0d14306a3aa1ec4fef7a911277db00ca301f19	decline					unsupported_parameter_signature	1	0.000983
Button.ltl	dd7df453016c47a9cf87f10c7185a770490f08010a25d104ed75b54ccf61fd98	decline					unsupported_parameter_signature	1	0.000476
CheckAlarmBroken1_1a2942e3.ltl	760c971db4579496d03e0bc265f04259a039966631bf3935869b83ba364efb5a	decline					unsupported_parameter_signature	1	0.000438
CheckAlarm_6bea956e.ltl	6dff1628867386bff2c59512bdcd5e9aa87c1f461c62dc2d596966d00092ae4d	decline					unsupported_parameter_signature	1	0.000432
CheckCoffeMachineBroken1_a5f99bc6.ltl	752611776e65f5ac47c5707ec012afa17973986ede9db8f2df1d4b14c427a60b	decline					unsupported_parameter_signature	1	0.000485
CheckCoffeMachine_3461125b.ltl	cbba6ff422a80282fdae7c7f8ca63947d70b53bc8c826dabfb685e60c6ef1da3	decline					unsupported_parameter_signature	1	0.000446
CheckCoffeMachine_f3987563.ltl	0f14ed943a9b7ade196ed7c7091576440628fccc550da37a1fc47500c79232c9	decline					unsupported_parameter_signature	1	0.000445
CheckDoor_c2b9e44d.ltl	0117af2275a063c90843765d4fb27296c82bb151206c37e5a09ea4eaf94c747b	decline					unsupported_parameter_signature	1	0.000443
CheckHeating_2418b67e.ltl	781b073ff52fcaf3d72d658125d06e32fc294f22ee73080528b2f3e4bed621d7	decline					unsupported_parameter_signature	1	0.001492
CheckHeating_3461125b.ltl	cc018e088b0de46e976ccab69c263424592dc628852ccdeef675cfe867b36d98	decline					unsupported_parameter_signature	1	0.000427
CheckLight_007df645.ltl	0cca57787523ef43bb5564314e5e0dc21ec608734e13372b7a289adb4fdbea5e	decline					unsupported_parameter_signature	1	0.000456
CheckLight_aeb1d897.ltl	93d3f6a833c7bd2bfeba5d5e5b352b9529ec93ed585f0e747a2cbd3a13925f2d	decline					unsupported_parameter_signature	1	0.000461
CheckRoom_06e9cad4.ltl	0044887e0a2c7140a3d4371ef571c2e04ce1137bde43c699c3bb94cc9d38ce78	decline					unsupported_parameter_signature	1	0.000442
CheckRoom_2c5b09da.ltl	6d2a380d934081c7cd025aefdc85e41c99cd8a16b66495d3c12917f8e240eea7	decline					unsupported_parameter_signature	1	0.000403
CheckRoom_3916ec59.ltl	a90249623f0954e4c50acca08e5f8c047ead0674e73e5105afca6f560f759116	decline					unsupported_parameter_signature	1	0.000454
CheckRoom_70523fbe.ltl	28ae0c32bf2a047e00dc88eae605f3f3aad34f5cd26b89ab1bf2b4572efdf348	decline					unsupported_parameter_signature	1	0.000417
CheckShades_1a2942e3.ltl	86cd160eabe6ff6b9d0587959f7fe0c702c0d99e07ef7533967974c4f5739423	decline					unsupported_parameter_signature	1	0.000431
CheckShades_3461125b.ltl	fc554465a33c84a6c655e73cf6fbd0470be4bf7251f2571fda5ef5f01efc9acf	decline					unsupported_parameter_signature	1	0.000448
CheckShades_4d4ca5c4.ltl	ede8d23b9a947032204c962fa430968a9a46048893dc206eb4c4f7dd32cee5e4	decline					unsupported_parameter_signature	1	0.000421
CheckShades_aeb1d897.ltl	156b0817f533923809eb41b6574e83a244df08f3b799bca8ba78cc9cc832ac78	decline					unsupported_parameter_signature	1	0.000451
CheckTime_3916ec59.ltl	60b1108ff7ba4e5f46140a3bf4510b8775f03894c1661456654db1bdb2d66d0b	decline					unsupported_parameter_signature	1	0.000387
CheckTime_4b5e6eaa.ltl	ae8bc74855962038737511a5997f796c5c024985704366aaa8edf2ce50f379e5	decline					unsupported_parameter_signature	1	0.000450
CheckTime_54e1f7d2.ltl	88a453430a9807ab4337131a101f02dd9336f9b917bb8c2785224e4f0704757a	decline					unsupported_parameter_signature	1	0.000398
CheckTimer_54e1f7d2.ltl	8804afd0d060418c9f86c949beda277d0b979f29a514ac5a55b26a3761c3f3cf	decline					unsupported_parameter_signature	1	0.000442
CheckTimer_fa8592c8.ltl	717229468f0cd6ce628418c598ac4f9bda0a89058fa165f9c96b472c9fc9de6b	decline					unsupported_parameter_signature	1	0.000497
CheckWarnlightBroken1_70523fbe.ltl	85258f2323bf91a344818c2af434fe6e2e21c51033b35178294822970395281c	decline					unsupported_parameter_signature	1	0.000413
CheckWarnlight_1cf58fc1.ltl	decf20b732ed5d6aec6c4a975d7da028d827086ccad72977c6681da2ac06b407	decline					unsupported_parameter_signature	1	0.000434
CheckWarnlight_4b5a2bad.ltl	fcb805f35de3795758af48918fb1e748a047e0ea25eea848a487ab39c2bbf3b0	decline					unsupported_parameter_signature	1	0.000420
CheckWarnlight_54e1f7d2.ltl	0f4378d0f273d069593a63eab1a72dff519f96289d6a88a0b0d2d52e08b86d21	decline					unsupported_parameter_signature	1	0.000521
CheckWarnlight_6bea956e.ltl	778981f31a46d2c18d0d1de8696590dd411200596cf1620ff3b69c911a3851ca	decline					unsupported_parameter_signature	1	0.000432
CheckWindows_54e1f7d2.ltl	d2a309b0056fb52b8e270957ab8a6b75f258ddcddeb93c324528aa9d21e255f4	decline					unsupported_parameter_signature	1	0.000443
Cockpitboard.ltl	2f4cccca8f5f3318f7e2ceaf94eee2a45b0a1941b35d2759fc535d9564c960f7	decline					unsupported_parameter_signature	1	0.000682
Cockpitboard_efe2feaf.ltl	a996e0e85ccd05d5a24c674996b5e0a1ea437a451ca688d2bd74fd7f9539d513	decline					unsupported_parameter_signature	1	0.000575
CoffeMachine_974f4a68.ltl	9f6eb7ae1d673c09e822e0112a229046dad75ffa6be302ed4e5e4b47ba3cb097	decline					unsupported_parameter_signature	1	0.000421
CoffeMachine_a50cadd7.ltl	90287c993822762c498c00c0e4cd3ddda1361f7bcac223c9a272771f88a99711	decline					unsupported_parameter_signature	1	0.000559
CoffeeMin_88f351a6.ltl	6bbcc6abcec950a002cb4c9b4a4112c7359251b7c67087e445fc7ebb3f53e98f	decline					unsupported_parameter_signature	1	0.000421
Coffee_06e9cad4.ltl	4ba0b67c3dd8848332b3de623ae862fe102051265e783c3671a8898226a902dc	decline					unsupported_parameter_signature	1	0.000475
Coffee_235467da.ltl	ef5b6f1c8198c5218d561f2dc159ae473f987ccd01591b58c565e39f7d46d035	decline					unsupported_parameter_signature	1	0.000450
Coffee_2c5b09da.ltl	bcd6dfb10b33122acd7b3c15fe2d0c1f20a1ee2e810aac8ffadc382041092687	decline					unsupported_parameter_signature	1	0.000450
Coffee_6479ef9a.ltl	7d25f3ea1ff621e1657abda8cab03c6814f85bee6ba78d7666af06277454cd35	decline					unsupported_parameter_signature	1	0.000458
Coffee_d6376bf9.ltl	f6b0e9e65d9828f38cf067513cfbbfe9d176d6e67e9ab366b4609e7f375489d1	decline					unsupported_parameter_signature	1	0.000511
Coffee_efe2feaf.ltl	7f8c10c27e11db0c9a384d88ef6186f3366de8a08bf646d75481226fb64d242d	decline					unsupported_parameter_signature	1	0.000473
Coffee_f1477cc5.ltl	a1d56c242785cb44d651d792a2b508637f10d4e6ad4d6881a780f0dbf9117805	decline					unsupported_parameter_signature	1	0.000476
Core_4b5a2bad.ltl	f086df60ca3fb5de3ab287323f66c5a99afde931e2630a04f8117fc547c3146e	decline					unsupported_parameter_signature	1	0.000457
Core_66f450a4.ltl	82b1b1466d15e765ba08b06bd3d38c80ada9428914b2f84b2e4e2779f1b51f8d	decline					unsupported_parameter_signature	1	0.000475
Core_fa4d4ce3.ltl	fb5efe51e7ae25467efe9d2560f78da92832a500efa7ceb89b0e889b547361a8	decline					unsupported_parameter_signature	1	0.000455
Core_solved_974f4a68.ltl	43869d034fe3ae5f408d5cb2be925ad8daa14b87180b24dfae888ba368d75e89	decline					unsupported_parameter_signature	1	0.000472
Demo1_06e9cad4.ltl	dc62ead021837bcc7ed703b677b2291e9e561715871b255717a3603155435448	decline					unsupported_parameter_signature	1	0.000671
Demo1_2c5b09da.ltl	870402f588c842e19d85e2d04b2ee5451638278f0a3026f523c366bca7a2e43e	decline					unsupported_parameter_signature	1	0.000696
Demo1_63831f8c.ltl	a02bf9e80689dfd40815b48da3239686b71d789ece74032adb3d7ce04aaffcfd	decline					unsupported_parameter_signature	1	0.000705
Demo1_c2b9e44d.ltl	11d2b0985387727bb298977dbb91003267d29d3aa53b8087ef5a9d882c8922bb	decline					unsupported_parameter_signature	1	0.000701
Demo1_d65ed84e.ltl	1c0e872a251aef48d9c669a8beaba565a92c859fe9cdac034c35655c8d399a7b	decline					unsupported_parameter_signature	1	0.000669
DeviceBehaviorChec_fa8592c8.ltl	ad4e7d1be5a5f13a01712c7dc8b59cba0f06897ba5f532aa44f9340b91928c53	decline					unsupported_parameter_signature	1	0.000454
Door_2d1010f8.ltl	c02be224fff986b99dd52af13aaadd9078dcb9d1a28730c107eb7d7ed42cdb41	decline					unsupported_parameter_signature	1	0.000412
EnemeyModule.ltl	f691670e705859cc18358d3b5679a05572990e1806ba614fe68ce2df4fceb820	decline					unsupported_parameter_signature	1	0.000436
EscalatorBidirectional.ltl	b49d487bc2adecc653928f86e521aa20cbb9ebea4dd517aed380da3230254c7e	decline					unsupported_parameter_signature	1	0.000431
EscalatorBidirectionalInit.ltl	2295966baabdcd7e39c456ea7a7374bfe43b62fe6c917a89d826d4328966bd64	decline					unsupported_parameter_signature	1	0.000472
EscalatorCounting.ltl	5123d1497c0668a610021d6a0e53b453c5b5c412d3fedf4d1d9465eedabb7153	decline					unsupported_parameter_signature	1	0.000566
EscalatorCountingInit.ltl	ba310f03fc0122843962659bfc45f8f87581c7322bba70b0acd69a7e7d6d7972	decline					unsupported_parameter_signature	1	0.000426
EscalatorNonCounting.ltl	8c0ce87398491765726a75551efa070273a411612504f7bafd3795a3f8e27559	decline					unsupported_parameter_signature	1	0.000434
EscalatorNonReactive.ltl	7cc16d573de79dae19bf3ac127fd0c4a6a9ba5261d89b7af5321acfd3314f2b3	decline					unsupported_parameter_signature	1	0.000412
EscalatorSmart.ltl	51fe4b7da8d9c76db018bd71b27fb94d4e3f3ea20348e07279977ad92945d39c	decline					unsupported_parameter_signature	1	0.000509
Example1_d6376bf9.ltl	670451371aca676c10595ef34930817a374ed58fdda1562d9527469f9e0f1ce5	decline					unsupported_parameter_signature	1	0.000415
F-G-contradiction-10.ltl	b4e7ceda5dad9cd761e152d8d1b88843a2512686cf1eb0c7281b50d93fce24e3	decline					unsupported_parameter_signature	1	0.000660
F-G-contradiction-11.ltl	ba61104251ab4c6b233964fda46dba228311613dab09ae403d7031cc9db14d60	decline					unsupported_parameter_signature	1	0.000699
F-G-contradiction-110.ltl	9c68fc049c36d7994869cf896aae7bcd0fce33566d73874f85c32a2426637ba7	decline					unsupported_parameter_signature	1	0.003571
F-G-contradiction-111.ltl	35a1b02359935ce3f4dee1022e0e09d561ab183144fa6ee70a0a05b8687013a3	decline					unsupported_parameter_signature	1	0.003548
F-G-contradiction-112.ltl	0b04925f8f1cd5245084cee62ac34a2d1ed4209624eba07810e6aa86605d1f27	decline					unsupported_parameter_signature	1	0.004628
F-G-contradiction-113.ltl	608404a227a0cc36c916f64ca22a1f68b5797bc98a7c170ba8539cb18b16db18	decline					unsupported_parameter_signature	1	0.004713
F-G-contradiction-114.ltl	2aceba8b4b95ad304b9ed61da07b0fd7d4558ba9e2279f856a16e40b3d8e89b1	decline					unsupported_parameter_signature	1	0.005667
F-G-contradiction-12.ltl	fb2e11d7347e15dacb959bc8a5232ed19713326373d45b2936d94039f68c3998	decline					unsupported_parameter_signature	1	0.000928
F-G-contradiction-13.ltl	5d576647e85167fc5a7e23fb97d4d4181b7c17778d1009a60b4afc8e3a60e556	decline					unsupported_parameter_signature	1	0.000806
F-G-contradiction-14.ltl	22b9196ebb63bb5e9cd30a74fbefbc6cd4dc2957b9cadbcf90c5def97f6c20c4	decline					unsupported_parameter_signature	1	0.000876
F-G-contradiction-15.ltl	396430b88c5ffe86d671bf7ae78e2acc25f96067bfc7644f0329ebfc21c17fba	decline					unsupported_parameter_signature	1	0.000897
F-G-contradiction-16.ltl	66c1b8f52a798b6f09bf2684bcc09135b142d3965c1a9375479e8c693fcd5d69	decline					unsupported_parameter_signature	1	0.002207
F-G-contradiction-17.ltl	65e35f1cfadede9fa977ee7e3140b5ba9ebff8c23040b67cd168decc4267458a	decline					unsupported_parameter_signature	1	0.002488
F-G-contradiction-18.ltl	413b4fc8f501c0c5438620ab8bf6771e37e2fbbbbb4cf2a6e22ed09c7cbb18f6	decline					unsupported_parameter_signature	1	0.003036
F-G-contradiction-19.ltl	b348ababbaf0a1e7d702d89bf516d395172db81e87ef66a0bb7b175a7fb8611f	decline					unsupported_parameter_signature	1	0.003078
F-G-contradiction-2-unreal.ltl	470dd1d0f620c4d92ea9b478f2c97f8077fc23df9bfbe876ad5fee9d98ab5199	decline					unsupported_parameter_signature	1	0.000640
FelixSpecFixed2.2.core_fa8592c8.ltl	030f3cb9a1602b77127b34989b4a1b93cf386e1209f3b1b8eca38221710154df	decline					unsupported_parameter_signature	1	0.000455
FelixSpecFixed2_fa4d4ce3.ltl	1b45f368d58f5d094da1910917a3e234896205e6d5d925e06867ec3e8853ab08	decline					unsupported_parameter_signature	1	0.000819
FelixSpecFixed3.core_b209ff21.ltl	9467e552dabd74fac68ca6ea814d46e0544318da3bf22bf9575008cba3b80da3	decline					unsupported_parameter_signature	1	0.000469
FelixSpecFixed3_b0840146.ltl	06ff13a6c3c0765146266491d6ef24122338c5ba23f5fc02fc8fc3d7a5a680e4	decline					unsupported_parameter_signature	1	0.000743
FelixSpecFixed4GuaranteesOnly_88f351a6.ltl	38f2f0c3466458ae6975f4d13b8de780267fca3feef4a2784ef4967451857143	decline					unsupported_parameter_signature	1	0.000648
FelixSpecFixed4_3916ec59.ltl	aa0356166a17899696285fa91f1b2b7a0f4689e46a1a6270cc890af54d9ea511	decline					unsupported_parameter_signature	1	0.000712
FelixSpecFixed5_f82794da.ltl	827f151562fe0fc74c3080e692adc46ea685ed987cce57e5131b7ca5ffd5b35c	decline					unsupported_parameter_signature	1	0.000770
FelixSpecFixed_2418b67e.ltl	8615e317faf8270f0245016b3158a30494e01037f5996f3e91b09d0f6f216a25	decline					unsupported_parameter_signature	1	0.000739
Full_f1477cc5.ltl	aebb73baa34a6f79e3afdc0515e7d1fd163a243d90b13365ee8929db57d046ec	decline					unsupported_parameter_signature	1	0.000842
GF-G-contradiction0.ltl	aaeb55004064163ec08125c3cc3a6390592de52b14a737f9b9e20d57eb0d2629	decline					unsupported_parameter_signature	1	0.000606
GF-G-contradiction1.ltl	0ea6f334a8c7b8e389573644d6bbba9fb23b0e288119854b8a4305f5c4037057	decline					unsupported_parameter_signature	1	0.000721
GF-G-contradiction2.ltl	8b06d188aca0fe15df10ca3073bb28a3ef7cc60fec3d1a0570400f2e9f307a3f	decline					unsupported_parameter_signature	1	0.000684
GF-G-contradiction3.ltl	036711327b86e9cb4191bf98b25ee6d5910d32061178df9a44d03c049438757e	decline					unsupported_parameter_signature	1	0.001588
GF-G-contradiction4.ltl	42bb0bd95600a08b52d4174edcbeb88de1c752bd47a29f3c3661bb6c6a341983	decline					unsupported_parameter_signature	1	0.001671
GF-G-contradiction5.ltl	92f9348ced9c98682f1df9a341f64c2f823545cea3a7ab14d1d1e44575240084	decline					unsupported_parameter_signature	1	0.002118
GF-G-contradiction6.ltl	c3752f27f89cdeed0ef9ec3aca3325697f98b57a24b472e9c35f2d70a68948f6	decline					unsupported_parameter_signature	1	0.002309
GF-G-contradiction7.ltl	d3b215bd358f0e3da67ef853815af2fac11f8f9cb2ddaef62c0f574004f45b66	decline					unsupported_parameter_signature	1	0.002582
Gamelogic.ltl	d7263cecaa68829136958ad7fd70227820faf9ee4b8a9ca1d52c88f11adc80bd	decline					unsupported_parameter_signature	1	0.000680
GamemodeChooser.ltl	89edf5521d4a4f164af03ad174cbc7017b1dac81946d0dbf5f82eb9b03c8025c	decline					unsupported_parameter_signature	1	0.000440
Gamemodule.ltl	28e892cc3272a4b82d5fcd86f1c8012cd6be58cf752a9f53c158723b104f2e0d	decline					unsupported_parameter_signature	1	0.000469
HeatingMin_d6c5ac79.ltl	064f838dbb236c1a9e35babeba72fa2845c9666138acd2486076366b6a5ec699	decline					unsupported_parameter_signature	1	0.000477
Heating_235467da.ltl	4eb9c09220f7475389c41269f02eae5fc24a068d2cb9a41225aca0b6cb4ac53c	decline					unsupported_parameter_signature	1	0.000428
Heating_974f4a68.ltl	ab9b4eb3129740fb91f3dd683a87bac390778f81b44599728c01d112e92f1804	decline					unsupported_parameter_signature	1	0.000454
Heating_b02056d6.ltl	2c7aeceb5141460c30aeb851c054683330f9b3d6f85a3169442fbb7f1e2cde1d	decline					unsupported_parameter_signature	1	0.000438
Heating_b209ff21.ltl	5ddc379c04eb6a192e2c37169631eb3b66e3972657bf30c8fe5b953bb99afbc3	decline					unsupported_parameter_signature	1	0.000456
Increment.ltl	3e1d979f488835605479ee1100071d31a8cbec4f50b8afe133a86f87a9f17260	decline					unsupported_parameter_signature	1	0.000422
IntendDemo_42dc4fff.ltl	2d0170d428adb0c73150c6668309a524862747f882847d1dd1d27dd3be199484	decline					unsupported_parameter_signature	1	0.000637
KitchenTimerV0.ltl	1bcc88f5402ce96de80b8c179f6389dc0668267e592d1526804732306894dde4	decline					unsupported_parameter_signature	1	0.000425
KitchenTimerV1.ltl	1bfdf1204629c9680da29179f05d81aa4c23ccf188ae1eb6efc9a6188b32ad7d	decline					unsupported_parameter_signature	1	0.000467
KitchenTimerV10.ltl	fae21e7d586943e21dbbfbffff659548465ef17b32d03bd490e175a46cc59191	decline					unsupported_parameter_signature	1	0.000596
KitchenTimerV2.ltl	700bf80d70fc8688c5d773819d2d19ef371f2b2584d265eb506eaf202270a66e	decline					unsupported_parameter_signature	1	0.000443
KitchenTimerV3.ltl	10cf1c26f0aa446fe0f0da506bbcf8ce30e087ff3b36b7d0bd170396d34bcc75	decline					unsupported_parameter_signature	1	0.000489
KitchenTimerV4.ltl	b3beb35612cd1a712f3c0252d74795320595e929b02bb7cad4ce82476eaa14aa	decline					unsupported_parameter_signature	1	0.000524
KitchenTimerV5.ltl	7b2f5af12365bc813fcff3ef3f3a0dc301b1e7539616476ad84dde67b4be5bf9	decline					unsupported_parameter_signature	1	0.000771
KitchenTimerV6.ltl	4b1c8ac80cabddf450d8361803f8ed6dda3ce07cc843bed369b8a098de0fb31d	decline					unsupported_parameter_signature	1	0.000783
KitchenTimerV7.ltl	44a14a47b9ff97d1c40a47fee16b013317be0661076a5a5ece8aa475002bd107	decline					unsupported_parameter_signature	1	0.000712
KitchenTimerV8.ltl	68c7507a83d6932281f4bd70eb8ca332d3eb83e5b15ab9baba042a01c0dab3ef	decline					unsupported_parameter_signature	1	0.000838
KitchenTimerV9.ltl	f11f9131e106d772e976cfa2cf4ef386e50e185733cecab91d9725b1f0b75e73	decline					unsupported_parameter_signature	1	0.000661
LampController_974f4a68.ltl	96ed00b17a3e5b789426154f4e8f23e357abaf308f4710738d4328ba43d896f3	decline					unsupported_parameter_signature	1	0.000432
LedMatrix.ltl	bb5c17419f09ab5057b99debcc7261ff21462b307a322a2725b6b64d54307d00	decline					unsupported_parameter_signature	1	0.000832
Light_a50cadd7.ltl	745f33e7c2f2590eaf5154bef8f19f88acf93dcff035be5124118126072e1409	decline					unsupported_parameter_signature	1	0.000439
Light_aeb1d897.ltl	27aa0961c3b8a1b27e8b1cf3bc7c9c22cad349a2b1cfd55f188ff05ac052b703	decline					unsupported_parameter_signature	1	0.000423
Light_d65ed84e.ltl	4cbcbdc610876566bbbd78341e4b16e859913e4b5bbf3b96bf2da5980fb05bc2	decline					unsupported_parameter_signature	1	0.000530
Lights2Min_9cbf2546.ltl	d8551c85375017f7f69330aa7f73993b157b09ac2f8c3900c3f55364f882f5a4	decline					unsupported_parameter_signature	1	0.000441
Lights2_06e9cad4.ltl	5297f43506d55ad1fa793b908e8b4ab3a48973037f4ee85b635c01710cd9dad2	decline					unsupported_parameter_signature	1	0.000481
Lights2_0f5381e9.ltl	35240de7fca58f5951bd10e79e745faf42c69ace72bb1510136eb1ad3d190913	decline					unsupported_parameter_signature	1	0.000464
Lights2_2c5b09da.ltl	cd2fadd4f74775e34b79efd8c8f83dbe71cd7d16188935b737771ca94187c3cc	decline					unsupported_parameter_signature	1	0.000456
Lights2_9cac58d3.ltl	d1efb0f9d79d5bf075bde2f109b3badd51c4c8ab5f79066318bd436d0fda2a3d	decline					unsupported_parameter_signature	1	0.000490
Lights2_b02056d6.ltl	9833d7e90c1a1c6de2bf2c670728ade5c89ab51d646d8ab4dd8bb1a6b77932ed	decline					unsupported_parameter_signature	1	0.000466
Lights2_f1477cc5.ltl	ce4bdc94c22d399beb27511858776aefc914740434085d1ef603eb2bc99e6884	decline					unsupported_parameter_signature	1	0.000489
Lights2_f3987563.ltl	bd869c5b0487c4e12f4dc6111b1ada12921391b7dd8682cec091330ea6e27412	decline					unsupported_parameter_signature	1	0.000457
Lights3Min_6479ef9a.ltl	6c3bf329ab15570b05a3a944572613467e65a4ee63cb3f77266d90ff33ebaaba	decline					unsupported_parameter_signature	1	0.000428
Lights3_06e9cad4.ltl	0af49d3e13f638417f5c7ab4a3cbad5fbdf4aebb7edcbccf5288743fac9c6fe5	decline					unsupported_parameter_signature	1	0.000455
Lights3_235467da.ltl	055791ec224ca60ea6e72f821306b4f7fe1d8a315f4ce36dff5c59013b8b1523	decline					unsupported_parameter_signature	1	0.000436
Lights3_2c5b09da.ltl	7900a5884db22741885ce1a6b49ec24e1290bdecacb5a8d9e12a73cb522bf70b	decline					unsupported_parameter_signature	1	0.000443
Lights3_3916ec59.ltl	1b710b0f688031b41b762b8aa5e487ea71f7667e5457d6d75499e8f80ceb9809	decline					unsupported_parameter_signature	1	0.000471
Lights3_6bea956e.ltl	1328d11e2c3b226dd466e742d54c66dfc08891171a4dd0ef8dee7fc10ffe28c3	decline					unsupported_parameter_signature	1	0.000406
Lights3_f1477cc5.ltl	2b0cc764dce48a797dcec693c9d34795a96f59d5687c0bf8ad185c9d3a1e0503	decline					unsupported_parameter_signature	1	0.000471
LightsMin_6bea956e.ltl	9f376ab67e60d10d7a01ce46cb0fa800baaaacae576b72b16ae1e2f88e23fd4b	decline					unsupported_parameter_signature	1	0.000405
LightsTotal_06e9cad4.ltl	6ee89b17b97e5d9b37c0f427d567982eb98273db56ef1149c6e7d0138a5dd02e	decline					unsupported_parameter_signature	1	0.000527
LightsTotal_2c5b09da.ltl	180f747cb16297bbbf04f75136fd077768ccc0f99627c5280f097eec9bd5ca05	decline					unsupported_parameter_signature	1	0.000622
