instance	syfco_pair_match	formula_ast_match	formula_bytes_match	inputs_match	outputs_match	native_formula_key_sha256	syfco_formula_key_sha256	native_formula_bytes_sha256	syfco_formula_bytes_sha256	error
amba_decomposed_lock_pb_2_pe_.tlsf	1	1	0	1	1	566500b5a52b38cf505824f4a29ea7d1bf10515595a9a6ff6656ffd1b6919c0f	566500b5a52b38cf505824f4a29ea7d1bf10515595a9a6ff6656ffd1b6919c0f	d000e9b14a3481a387e6d876e8e1cdcd9b413d2510f975cfeecbfabef121ad8b	15ee0e2c08a2e33ed95e7f13b71911a5a97bffa0d1e426d7a50aa6337f7dc5cc	
collector_v1_pb_13_pe_.tlsf	1	1	0	1	1	c2689ebd47bde73925ebad6aac4da2fa83c372e5dc7c98df6bc08ef61b0e2419	c2689ebd47bde73925ebad6aac4da2fa83c372e5dc7c98df6bc08ef61b0e2419	ba7d52e79db268ddace1e51c083233f9e54f53e88b21052f4cef7141fb515e94	5a696effef7be5b8e824ac02e5ee14d63d3db83206083c5ea7e8e67cc1501789	
collector_v1_pb_27_pe_.tlsf	1	1	0	1	1	95afa204d5f310674a39bdf0289c6922bf326cca205f240054bbf4b4575bc910	95afa204d5f310674a39bdf0289c6922bf326cca205f240054bbf4b4575bc910	6471ce3f888a3b63efb25230f1857b20d22ed11db925f38aa8900540ae719bcf	b5477c70074e10cb9a4b83b98839be6decaf9864372f71384382a20cca400368	
full_arbiter_unreal1_pb_3_16_pe_.tlsf	1	1	0	1	1	4df5277deaf0a236c215a3a5965513e619c032d8b17675f8741b3591cad364b5	4df5277deaf0a236c215a3a5965513e619c032d8b17675f8741b3591cad364b5	4f0779aba54c1fa160e5e420dea2f8196eb30db18fe99eac9ae24ff983a0fe54	12a6c1c10d8508c72ffd2b64fffe65491476a8e4cebf395bd0d3cecefc12ec64	
full_arbiter_unreal2_pb_2_pe_.tlsf	1	1	0	1	1	7088b9c287967ddad9e36e6cc008dde0ee4cf01bb6b9cd792038a1e8e74fe507	7088b9c287967ddad9e36e6cc008dde0ee4cf01bb6b9cd792038a1e8e74fe507	2455965d8c6da066131b7e2007ee131386a6df8dbdc23192a894527b0d8fbcec	fcff65ca7464d387827d9ccc58c0cbba26600976ca8ca7c2134d5f46e32b8355	
g-unreal-312.tlsf	1	1	0	1	1	acd54abf1c4df2039cbe43d6c272c9ce459a0d97cea18e17091b17305bf8391a	acd54abf1c4df2039cbe43d6c272c9ce459a0d97cea18e17091b17305bf8391a	f982bac7e5620add3131a318f8bbc299fbb27c6b024faaf26003e153ed184eac	00115cd98e142b964f7b1e7a87ecd376a0fc91f027e29046261f9cc6af2c1e8f	
gf-unreal35.tlsf	1	1	0	1	1	8547d30e4056234ab308375cbbab087540864872995ccc57c7aeab9853836ade	8547d30e4056234ab308375cbbab087540864872995ccc57c7aeab9853836ade	c8f26c4cc1cf8706fc3ae2cbb5a9d0c07e7d72901306f7f8f23a5214fae949c6	0f806f0400e0c8c4861a9163a69f447ea091fd418291e95bd4535ca4724e7dca	
lazy_shades_problem_d6376bf9.tlsf	1	1	0	1	1	e56e821dbb6a9994eab1f621126d87dcde3a56cbeb504fa377a64dd253941bdf	e56e821dbb6a9994eab1f621126d87dcde3a56cbeb504fa377a64dd253941bdf	56277997ea6165c7a019b1bb0274cf695361abbfc5f875f6e7f474b7c732ba6b	c5f270f776e3b1cc326c255dae47b6025140c9d27b76b496805c8046708f3889	
lift_pb_8_pe_.tlsf	1	1	0	1	1	54e0cb60b6f6e5c2213d34af342bba34aac2f8332f92773ebba4a6af5685d754	54e0cb60b6f6e5c2213d34af342bba34aac2f8332f92773ebba4a6af5685d754	20a89fdcf1de2b2895f35d8c663b9145d2fb29f75ecdd3722c4a23afadd7c4ab	dd55c847be69b4a332b1024e61d841c9eaec4c3b405d61ac1c31c44901ba9ba1	
lilydemo11.tlsf	1	1	0	1	1	1066a734275f0a2a18317af34adc12e81c5b62eaa60a2ca640949b7769351c0b	1066a734275f0a2a18317af34adc12e81c5b62eaa60a2ca640949b7769351c0b	c6a712851065c2bf4ecac0a7d22c238e83378f2e5c659566a6415d01229554db	86aca8c43697a2c9e31f9e9a6651a064b5b4dfd685868f900cacf9fd358e6076	
lilydemo17.tlsf	1	1	0	1	1	c89cc4f7eff36183fa5db61cd57a77a1b13cf39cd4dbc0728734b77837f49b3d	c89cc4f7eff36183fa5db61cd57a77a1b13cf39cd4dbc0728734b77837f49b3d	df6b92781c05d16953e0241c41839942aad7c5bf53029d473ae17459a53453e4	fbab406edf4a3222f57662d11e84da5c5e09e79eada6eb09e4252111f5a06c3a	
ltl2dba_C2_pb_7_pe_.tlsf	1	1	0	1	1	65a0e2137e92b07d7f739df1bc3c02ae640e0397653c6c544a35e81fbc92483f	65a0e2137e92b07d7f739df1bc3c02ae640e0397653c6c544a35e81fbc92483f	16c2605f6164190fc351a94bb20caffc0dc7454e948206880c3984ad59d1eec1	30d0526c74c3d937fbc662aa4efc04024c682fff8d5fe4f720f0b03dcc79eb43	
ltl2dba_Q_pb_15_pe_.tlsf	1	1	0	1	1	a1d476dbeb4427a40b43dd985cbd5f32ab4f97bc07848d94b8921d367bf421f4	a1d476dbeb4427a40b43dd985cbd5f32ab4f97bc07848d94b8921d367bf421f4	b6f3066697b84905cad71494a9fb284766fcbfc5552b3aab45c10c31dffe5f3c	d57f7d4c701ced8f860f3eaa760b14ae4930ead60d09db56259a00d741887b3c	
ltl2dba_Q_pb_1_pe_.tlsf	1	1	0	1	1	328826e6d4a4aad5077f771aaff2a13dcee82c78664d19ca54346f6418c57a17	328826e6d4a4aad5077f771aaff2a13dcee82c78664d19ca54346f6418c57a17	d38ba0fed63702bf1af3285aa4e11e90180d2385afc57e414b66d2488c6a1eab	9bd9a818946897d73f6fd85be35f91d7ed23947ce44ef967e62370e26b0d1625	
ltl2dba_R_pb_11_pe_.tlsf	1	1	0	1	1	64ebac208c5592cb67b6012054ce8327f2b98beab2fc296f9afd82482bb04753	64ebac208c5592cb67b6012054ce8327f2b98beab2fc296f9afd82482bb04753	4019ecd0a697374ca6e84ae1ae5923da581e199d357972d46167d12dbefc1cce	c867461e9311fcf48bba6f91bfed147cf38c9a72a287326de0b5ec93bd7e2a31	
patrolling25.tlsf	1	1	0	1	1	4e10f9764f0c90b4a902da46b2f4211220ebf41e67f89d7d673f4a226e4a6bda	4e10f9764f0c90b4a902da46b2f4211220ebf41e67f89d7d673f4a226e4a6bda	b0623a812222b46d2b3b955a551ebe6d8a04898475c89b5726c0a3784b6a3430	c92037551db5523cdbfc3ffdd4ea6cb9d75391bc0169efc38144dd9576ac6864	
patrolling5.tlsf	1	1	0	1	1	980a41adb7ee398ba65094117dc050e4193ba969fdc0b04de7010e26611fa748	980a41adb7ee398ba65094117dc050e4193ba969fdc0b04de7010e26611fa748	507893e3b452ee8d1f3fb0752ab9e8fb8ece1c035367546d59aebd0dc1450a6a	b5c026488224b0b6824e0e71f165f58996e44818491cb00e6dadcc2098208823	
prioritized_arbiter_pb_10_pe_.tlsf	1	1	0	1	1	145071676259fd1ef2dfdbad6e8c704db0bff27cca797ef7a85b086b407f1191	145071676259fd1ef2dfdbad6e8c704db0bff27cca797ef7a85b086b407f1191	0030d1908816495816f2330ce07429d956095c93b419a737081afc5c523b0235	001832f12b5b6eb9d314d938f3c60607a052704781ca1cb8e1ccd31481bdba02	
prioritized_arbiter_pb_1_pe_.tlsf	1	1	0	1	1	e389ab1c02b4c083a2433902d0bc4778ac751bb2b79297fff7bac3096bd25c38	e389ab1c02b4c083a2433902d0bc4778ac751bb2b79297fff7bac3096bd25c38	c3c8f43a0df16b43dd9ccd03b07c4f1c8e6d85c36b9e91fd5b63e849f06dc387	2722f039d8423668aaf5c1a44b6e10523732b1967a7493eb3dc08229bad3e01b	
prioritized_arbiter_unreal1_pb_2_9_pe_.tlsf	1	1	0	1	1	9d035662bf685a4a799d7aa0f087e96cf06a5062dd5792620c7bf2cf55cade5c	9d035662bf685a4a799d7aa0f087e96cf06a5062dd5792620c7bf2cf55cade5c	8392f065d0ee6681a48bbb190c73994ed94f8ffb4ac2bc5377f55169ea64438c	fe4cb3fd58d991257bf9de319176ff3c632a19263e670459d7ed281c82a36151	
prioritized_arbiter_unreal1_pb_4_2_pe_.tlsf	1	1	0	1	1	e205c14d7b5c7150abc913676dfcf23bef4d2f1aa1a74a0602525d5f2e81e6aa	e205c14d7b5c7150abc913676dfcf23bef4d2f1aa1a74a0602525d5f2e81e6aa	c88461aa86ff7c5abf1a91000c1081a9682ca926207be92fcfb00e82f2b3d9c9	6b0d0224ec3d71612af83597aa20d5871c752cfb4763a5cfea33bbd4b53ef31b	
robot-resource-2d3.tlsf	1	1	0	1	1	d30d0027aceb96b63926956f5388781ffb6aca4cc62b99e22a4207a3d8b4bcb6	d30d0027aceb96b63926956f5388781ffb6aca4cc62b99e22a4207a3d8b4bcb6	142dbf58703c832fa98ec8e057bd76d0995b6309b054a5e765884724c4e20314	f9d0f6c80cfe06e038487e96e0ce5ffd478333f1c93fafcd7ee40f86a222d4b4	
robot-to-target-charging15.tlsf	1	1	0	1	1	77a3525b45bd877c61d02823e899a8e1cd854f5a4613fbb55f2f67b0caa276c3	77a3525b45bd877c61d02823e899a8e1cd854f5a4613fbb55f2f67b0caa276c3	2a0ffc607ad5ea33714c5edf8845b97e04727852518d6d0da18630012cf206be	26b6c9e81822be779057ab3644c9af67d9b6775dfe943e4513a5f95e139d5135	
robot_deliver_products_50.tlsf	1	1	0	1	1	0877016e9f8c10453de4381809f06e118126b1501776a9a80600247e053d7baa	0877016e9f8c10453de4381809f06e118126b1501776a9a80600247e053d7baa	0c1478ff7923d6970c7746c9fabc0e2c5e1bf90320a326f0eec31201056c51d0	ef980393c75d270a5031cee53f3335ff2d80c4d3d17c3f77b52e679d38204f15	
robot_grid_pb_8_8_pe_.tlsf	1	1	0	1	1	23567003d22669e00266053de670c03e561a56903f3bf33246b84474b36d778f	23567003d22669e00266053de670c03e561a56903f3bf33246b84474b36d778f	6359212b9c24e862c73b98b05c6ff12ab6732f849eb2ca1ebef3d20b11e8d4f6	b3196899ee319c01b58ebacfdd527e47b7e6ff0b11dfcaaf8534aca401e65344	
round_robin_arbiter_unreal1_pb_2_9_pe_.tlsf	1	1	0	1	1	cce8b64270c6a97ff4ecaae06ed53ebbd4f4d433cf238edffd06fafa81466203	cce8b64270c6a97ff4ecaae06ed53ebbd4f4d433cf238edffd06fafa81466203	4a3b0bbf2dd8b611b2b1e1acd4ac078c77f13227f05fc52c8a6e98fdc68598a7	776b713896442a72f2992cc3a33d63d6eda9f90317f9ff955a36661c095da9a8	
round_robin_arbiter_unreal1_pb_3_10_pe_.tlsf	1	1	0	1	1	f6fb6164642af21a25fe65e9dc2a5e7fd57767b5ee1e3b45262676b7a785fea1	f6fb6164642af21a25fe65e9dc2a5e7fd57767b5ee1e3b45262676b7a785fea1	c62707be56f2bea7218747cdc0b72bda5a098bb513310e4ab2469323d27d3dba	31a36067708f1aa1ead7b8b9187c1ee3e1db07c8bd93909db45f6fd1c1e9ea2c	
simple_arbiter_enc_pb_16_pe_.tlsf	1	1	0	1	1	b5ac408b2fee8677df46ea7ba2808eeb04e89e44ca3b06941ab9b3f9fccfbdd8	b5ac408b2fee8677df46ea7ba2808eeb04e89e44ca3b06941ab9b3f9fccfbdd8	bf16ec97246b11355dfc037d8683a582d9aa9ca486511f61fcee467ec3addd2b	bc82b7b5243e5022e3df11d678d0deedd81516da2b97abe2d5c45f4c1be5e4c9	
square5x51.tlsf	1	1	0	1	1	72d19df853686b527f901111b9ba87a8321680cb60f14573d1862f35609b7d7b	72d19df853686b527f901111b9ba87a8321680cb60f14573d1862f35609b7d7b	d5340097dcc165ad5d61ae1fe97b4a33cbfa1fd9566ae0b3207ded9097d230f9	72471cf86f8ee041637c742c59662711a00eb4ffa11e0ea120bff81c671940d2	
unordered-visits-real.tlsf	1	1	0	1	1	07dde6a75d05a03ddf519af9cd20962e0d1d2a39dd41b21f5f8aa18663000d3e	07dde6a75d05a03ddf519af9cd20962e0d1d2a39dd41b21f5f8aa18663000d3e	dacd94d261994435c89843967d99a5f4fb9087fdab11dc03eb1e5c3e24dd47ca	8b0aff743f9a68a61fa13db6ecee89a9087db6c3e2bde9d067002af5cf60d04e	
workstation_resupply_pb_5_pe_.tlsf	1	1	0	1	1	5c4f90e2cc4813ef14362ae266d943063f2a1f36a72d0bd24e559e251a1d7e83	5c4f90e2cc4813ef14362ae266d943063f2a1f36a72d0bd24e559e251a1d7e83	2dcca5d9fa25561b7fb6b1368b715d31065819edbdbac7813d88d91fcae6d981	48d77ad9a0617d4cfac8ae1416a5dde76d886e2640747c8fe8a8077cbdfde67b	
