file	spec	cluster_id	n_inputs	n_outputs	formula_nodes	formula_bytes	gr_level	has_liveness	has_weak_until	has_release	liveness_class	n_response	n_recurrence	n_eventual	n_until	has_nested_temporal	route	backend	exact	uses_oxidd	reason
tlsf-corpus/amba_decomposed_arbiter_pb_6_pe_.tlsf	tlsf-corpus/amba_decomposed_arbiter_pb_6_pe_.tlsf	0	7	8	270	1427	-1	1	0	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/amba_decomposed_arbiter_pb_7_pe_.tlsf	tlsf-corpus/amba_decomposed_arbiter_pb_7_pe_.tlsf	0	8	9	315	1664	-1	1	0	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/amba_decomposed_arbiter_pb_8_pe_.tlsf	tlsf-corpus/amba_decomposed_arbiter_pb_8_pe_.tlsf	0	9	10	360	1901	-1	1	0	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/amba_decomposed_arbiter_pb_9_pe_.tlsf	tlsf-corpus/amba_decomposed_arbiter_pb_9_pe_.tlsf	0	10	11	408	2149	-1	1	0	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/amba_decomposed_encode_pb_10_pe_.tlsf	tlsf-corpus/amba_decomposed_encode_pb_10_pe_.tlsf	0	11	4	302	1565	0	0	0	0	none	0	0	0	0	0	direct-safety	OxiDD	1	1	selected exact fast path
tlsf-corpus/amba_decomposed_encode_pb_11_pe_.tlsf	tlsf-corpus/amba_decomposed_encode_pb_11_pe_.tlsf	0	12	4	334	1732	0	0	0	0	none	0	0	0	0	0	direct-safety	OxiDD	1	1	selected exact fast path
tlsf-corpus/amba_decomposed_encode_pb_12_pe_.tlsf	tlsf-corpus/amba_decomposed_encode_pb_12_pe_.tlsf	0	13	4	365	1899	0	0	0	0	none	0	0	0	0	0	direct-safety	OxiDD	1	1	selected exact fast path
tlsf-corpus/amba_decomposed_encode_pb_13_pe_.tlsf	tlsf-corpus/amba_decomposed_encode_pb_13_pe_.tlsf	0	14	4	397	2069	0	0	0	0	none	0	0	0	0	0	direct-safety	OxiDD	1	1	selected exact fast path
tlsf-corpus/amba_decomposed_encode_pb_14_pe_.tlsf	tlsf-corpus/amba_decomposed_encode_pb_14_pe_.tlsf	0	15	4	428	2238	0	0	0	0	none	0	0	0	0	0	direct-safety	OxiDD	1	1	selected exact fast path
tlsf-corpus/amba_decomposed_encode_pb_15_pe_.tlsf	tlsf-corpus/amba_decomposed_encode_pb_15_pe_.tlsf	0	16	4	459	2407	0	0	0	0	none	0	0	0	0	0	direct-safety	OxiDD	1	1	selected exact fast path
tlsf-corpus/amba_decomposed_encode_pb_16_pe_.tlsf	tlsf-corpus/amba_decomposed_encode_pb_16_pe_.tlsf	0	17	4	489	2576	0	0	0	0	none	0	0	0	0	0	direct-safety	OxiDD	1	1	selected exact fast path
tlsf-corpus/amba_decomposed_encode_pb_20_pe_.tlsf	tlsf-corpus/amba_decomposed_encode_pb_20_pe_.tlsf	0	21	5	694	3615	0	0	0	0	none	0	0	0	0	0	direct-safety	OxiDD	1	1	selected exact fast path
tlsf-corpus/amba_decomposed_encode_pb_25_pe_.tlsf	tlsf-corpus/amba_decomposed_encode_pb_25_pe_.tlsf	0	26	5	880	4594	0	0	0	0	none	0	0	0	0	0	direct-safety	OxiDD	1	1	selected exact fast path
tlsf-corpus/amba_decomposed_encode_pb_2_pe_.tlsf	tlsf-corpus/amba_decomposed_encode_pb_2_pe_.tlsf	0	3	1	35	182	0	0	0	0	none	0	0	0	0	0	direct-safety	OxiDD	1	1	selected exact fast path
tlsf-corpus/amba_decomposed_encode_pb_3_pe_.tlsf	tlsf-corpus/amba_decomposed_encode_pb_3_pe_.tlsf	0	4	2	67	356	0	0	0	0	none	0	0	0	0	0	direct-safety	OxiDD	1	1	selected exact fast path
tlsf-corpus/amba_decomposed_encode_pb_4_pe_.tlsf	tlsf-corpus/amba_decomposed_encode_pb_4_pe_.tlsf	0	5	2	87	466	0	0	0	0	none	0	0	0	0	0	direct-safety	OxiDD	1	1	selected exact fast path
tlsf-corpus/amba_decomposed_encode_pb_5_pe_.tlsf	tlsf-corpus/amba_decomposed_encode_pb_5_pe_.tlsf	0	6	3	131	689	0	0	0	0	none	0	0	0	0	0	direct-safety	OxiDD	1	1	selected exact fast path
tlsf-corpus/amba_decomposed_encode_pb_6_pe_.tlsf	tlsf-corpus/amba_decomposed_encode_pb_6_pe_.tlsf	0	7	3	157	824	0	0	0	0	none	0	0	0	0	0	direct-safety	OxiDD	1	1	selected exact fast path
tlsf-corpus/amba_decomposed_encode_pb_7_pe_.tlsf	tlsf-corpus/amba_decomposed_encode_pb_7_pe_.tlsf	0	8	3	183	961	0	0	0	0	none	0	0	0	0	0	direct-safety	OxiDD	1	1	selected exact fast path
tlsf-corpus/amba_decomposed_encode_pb_8_pe_.tlsf	tlsf-corpus/amba_decomposed_encode_pb_8_pe_.tlsf	0	9	3	208	1097	0	0	0	0	none	0	0	0	0	0	direct-safety	OxiDD	1	1	selected exact fast path
tlsf-corpus/amba_decomposed_encode_pb_9_pe_.tlsf	tlsf-corpus/amba_decomposed_encode_pb_9_pe_.tlsf	0	10	4	270	1403	0	0	0	0	none	0	0	0	0	0	direct-safety	OxiDD	1	1	selected exact fast path
tlsf-corpus/amba_decomposed_lock_pb_10_pe_.tlsf	tlsf-corpus/amba_decomposed_lock_pb_10_pe_.tlsf	0	21	1	242	1149	0	0	0	0	none	0	0	0	0	0	direct-safety	OxiDD	1	1	selected exact fast path
tlsf-corpus/amba_decomposed_lock_pb_11_pe_.tlsf	tlsf-corpus/amba_decomposed_lock_pb_11_pe_.tlsf	0	23	1	270	1286	0	0	0	0	none	0	0	0	0	0	direct-safety	OxiDD	1	1	selected exact fast path
tlsf-corpus/amba_decomposed_lock_pb_12_pe_.tlsf	tlsf-corpus/amba_decomposed_lock_pb_12_pe_.tlsf	0	25	1	298	1424	0	0	0	0	none	0	0	0	0	0	direct-safety	OxiDD	1	1	selected exact fast path
tlsf-corpus/amba_decomposed_lock_pb_13_pe_.tlsf	tlsf-corpus/amba_decomposed_lock_pb_13_pe_.tlsf	0	27	1	326	1564	0	0	0	0	none	0	0	0	0	0	direct-safety	OxiDD	1	1	selected exact fast path
tlsf-corpus/amba_decomposed_lock_pb_14_pe_.tlsf	tlsf-corpus/amba_decomposed_lock_pb_14_pe_.tlsf	0	29	1	354	1704	0	0	0	0	none	0	0	0	0	0	direct-safety	OxiDD	1	1	selected exact fast path
tlsf-corpus/amba_decomposed_lock_pb_15_pe_.tlsf	tlsf-corpus/amba_decomposed_lock_pb_15_pe_.tlsf	0	31	1	382	1844	0	0	0	0	none	0	0	0	0	0	direct-safety	OxiDD	1	1	selected exact fast path
tlsf-corpus/amba_decomposed_lock_pb_16_pe_.tlsf	tlsf-corpus/amba_decomposed_lock_pb_16_pe_.tlsf	0	33	1	410	1985	0	0	0	0	none	0	0	0	0	0	direct-safety	OxiDD	1	1	selected exact fast path
tlsf-corpus/amba_decomposed_lock_pb_2_pe_.tlsf	tlsf-corpus/amba_decomposed_lock_pb_2_pe_.tlsf	0	5	1	42	199	0	0	0	0	none	0	0	0	0	0	direct-safety	OxiDD	1	1	selected exact fast path
tlsf-corpus/amba_decomposed_lock_pb_30_pe_.tlsf	tlsf-corpus/amba_decomposed_lock_pb_30_pe_.tlsf	0	61	1	844	4129	0	0	0	0	none	0	0	0	0	0	direct-safety	OxiDD	1	1	selected exact fast path
tlsf-corpus/amba_decomposed_lock_pb_3_pe_.tlsf	tlsf-corpus/amba_decomposed_lock_pb_3_pe_.tlsf	0	7	1	64	304	0	0	0	0	none	0	0	0	0	0	direct-safety	OxiDD	1	1	selected exact fast path
tlsf-corpus/amba_decomposed_lock_pb_4_pe_.tlsf	tlsf-corpus/amba_decomposed_lock_pb_4_pe_.tlsf	0	9	1	86	411	0	0	0	0	none	0	0	0	0	0	direct-safety	OxiDD	1	1	selected exact fast path
tlsf-corpus/amba_decomposed_lock_pb_5_pe_.tlsf	tlsf-corpus/amba_decomposed_lock_pb_5_pe_.tlsf	0	11	1	111	529	0	0	0	0	none	0	0	0	0	0	direct-safety	OxiDD	1	1	selected exact fast path
tlsf-corpus/amba_decomposed_lock_pb_6_pe_.tlsf	tlsf-corpus/amba_decomposed_lock_pb_6_pe_.tlsf	0	13	1	136	647	0	0	0	0	none	0	0	0	0	0	direct-safety	OxiDD	1	1	selected exact fast path
tlsf-corpus/amba_decomposed_lock_pb_7_pe_.tlsf	tlsf-corpus/amba_decomposed_lock_pb_7_pe_.tlsf	0	15	1	161	767	0	0	0	0	none	0	0	0	0	0	direct-safety	OxiDD	1	1	selected exact fast path
tlsf-corpus/amba_decomposed_lock_pb_8_pe_.tlsf	tlsf-corpus/amba_decomposed_lock_pb_8_pe_.tlsf	0	17	1	186	887	0	0	0	0	none	0	0	0	0	0	direct-safety	OxiDD	1	1	selected exact fast path
tlsf-corpus/amba_decomposed_lock_pb_9_pe_.tlsf	tlsf-corpus/amba_decomposed_lock_pb_9_pe_.tlsf	0	19	1	214	1018	0	0	0	0	none	0	0	0	0	0	direct-safety	OxiDD	1	1	selected exact fast path
tlsf-corpus/arbiter_on_inpchange_pb_1_pe_.tlsf	tlsf-corpus/arbiter_on_inpchange_pb_1_pe_.tlsf	0	1	1	87	254	-1	1	1	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/arbiter_on_inpchange_pb_2_pe_.tlsf	tlsf-corpus/arbiter_on_inpchange_pb_2_pe_.tlsf	0	2	2	182	531	-1	1	1	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/arbiter_on_inpchange_pb_3_pe_.tlsf	tlsf-corpus/arbiter_on_inpchange_pb_3_pe_.tlsf	0	3	3	279	814	-1	1	1	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/arbiter_on_inpchange_pb_4_pe_.tlsf	tlsf-corpus/arbiter_on_inpchange_pb_4_pe_.tlsf	0	4	4	376	1099	-1	1	1	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/arbiter_on_inpchange_pb_5_pe_.tlsf	tlsf-corpus/arbiter_on_inpchange_pb_5_pe_.tlsf	0	5	5	476	1390	-1	1	1	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/arbiter_on_inpchange_pb_6_pe_.tlsf	tlsf-corpus/arbiter_on_inpchange_pb_6_pe_.tlsf	0	6	6	576	1681	-1	1	1	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/arbiter_on_inpchange_pb_7_pe_.tlsf	tlsf-corpus/arbiter_on_inpchange_pb_7_pe_.tlsf	0	7	7	676	1974	-1	1	1	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/arbiter_pb_10_pe_.tlsf	tlsf-corpus/arbiter_pb_10_pe_.tlsf	0	10	10	482	1435	-1	1	1	0	nested_unsupported	10	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/arbiter_pb_1_pe_.tlsf	tlsf-corpus/arbiter_pb_1_pe_.tlsf	0	1	1	37	111	-1	1	1	0	nested_unsupported	1	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/arbiter_pb_2_pe_.tlsf	tlsf-corpus/arbiter_pb_2_pe_.tlsf	0	2	2	82	245	-1	1	1	0	nested_unsupported	2	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/arbiter_pb_3_pe_.tlsf	tlsf-corpus/arbiter_pb_3_pe_.tlsf	0	3	3	129	385	-1	1	1	0	nested_unsupported	3	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/arbiter_pb_4_pe_.tlsf	tlsf-corpus/arbiter_pb_4_pe_.tlsf	0	4	4	176	527	-1	1	1	0	nested_unsupported	4	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/arbiter_pb_5_pe_.tlsf	tlsf-corpus/arbiter_pb_5_pe_.tlsf	0	5	5	226	675	-1	1	1	0	nested_unsupported	5	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/arbiter_pb_6_pe_.tlsf	tlsf-corpus/arbiter_pb_6_pe_.tlsf	0	6	6	276	823	-1	1	1	0	nested_unsupported	6	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/arbiter_pb_7_pe_.tlsf	tlsf-corpus/arbiter_pb_7_pe_.tlsf	0	7	7	326	973	-1	1	1	0	nested_unsupported	7	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/arbiter_pb_8_pe_.tlsf	tlsf-corpus/arbiter_pb_8_pe_.tlsf	0	8	8	376	1123	-1	1	1	0	nested_unsupported	8	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/arbiter_pb_9_pe_.tlsf	tlsf-corpus/arbiter_pb_9_pe_.tlsf	0	9	9	429	1279	-1	1	1	0	nested_unsupported	9	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/arbiter_with_buffer_pb_10_pe_.tlsf	tlsf-corpus/arbiter_with_buffer_pb_10_pe_.tlsf	0	20	20	202	695	-1	1	0	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/arbiter_with_buffer_pb_1_pe_.tlsf	tlsf-corpus/arbiter_with_buffer_pb_1_pe_.tlsf	0	2	2	9	37	-1	1	0	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/arbiter_with_buffer_pb_2_pe_.tlsf	tlsf-corpus/arbiter_with_buffer_pb_2_pe_.tlsf	0	4	4	26	97	-1	1	0	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/arbiter_with_buffer_pb_3_pe_.tlsf	tlsf-corpus/arbiter_with_buffer_pb_3_pe_.tlsf	0	6	6	45	163	-1	1	0	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/arbiter_with_buffer_pb_4_pe_.tlsf	tlsf-corpus/arbiter_with_buffer_pb_4_pe_.tlsf	0	8	8	64	231	-1	1	0	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/arbiter_with_buffer_pb_5_pe_.tlsf	tlsf-corpus/arbiter_with_buffer_pb_5_pe_.tlsf	0	10	10	86	305	-1	1	0	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/arbiter_with_buffer_pb_6_pe_.tlsf	tlsf-corpus/arbiter_with_buffer_pb_6_pe_.tlsf	0	12	12	108	379	-1	1	0	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/arbiter_with_buffer_pb_7_pe_.tlsf	tlsf-corpus/arbiter_with_buffer_pb_7_pe_.tlsf	0	14	14	130	455	-1	1	0	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/arbiter_with_buffer_pb_8_pe_.tlsf	tlsf-corpus/arbiter_with_buffer_pb_8_pe_.tlsf	0	16	16	152	531	-1	1	0	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/arbiter_with_buffer_pb_9_pe_.tlsf	tlsf-corpus/arbiter_with_buffer_pb_9_pe_.tlsf	0	18	18	177	613	-1	1	0	0	nested_unsupported	0	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/arbiter_with_cancel_pb_10_pe_.tlsf	tlsf-corpus/arbiter_with_cancel_pb_10_pe_.tlsf	0	20	10	882	2775	-1	1	1	0	nested_unsupported	10	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/arbiter_with_cancel_pb_1_pe_.tlsf	tlsf-corpus/arbiter_with_cancel_pb_1_pe_.tlsf	0	2	1	77	245	-1	1	1	0	nested_unsupported	1	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/arbiter_with_cancel_pb_2_pe_.tlsf	tlsf-corpus/arbiter_with_cancel_pb_2_pe_.tlsf	0	4	2	162	513	-1	1	1	0	nested_unsupported	2	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/arbiter_with_cancel_pb_3_pe_.tlsf	tlsf-corpus/arbiter_with_cancel_pb_3_pe_.tlsf	0	6	3	249	787	-1	1	1	0	nested_unsupported	3	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/arbiter_with_cancel_pb_4_pe_.tlsf	tlsf-corpus/arbiter_with_cancel_pb_4_pe_.tlsf	0	8	4	336	1063	-1	1	1	0	nested_unsupported	4	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/arbiter_with_cancel_pb_5_pe_.tlsf	tlsf-corpus/arbiter_with_cancel_pb_5_pe_.tlsf	0	10	5	426	1345	-1	1	1	0	nested_unsupported	5	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/arbiter_with_cancel_pb_6_pe_.tlsf	tlsf-corpus/arbiter_with_cancel_pb_6_pe_.tlsf	0	12	6	516	1627	-1	1	1	0	nested_unsupported	6	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/arbiter_with_cancel_pb_7_pe_.tlsf	tlsf-corpus/arbiter_with_cancel_pb_7_pe_.tlsf	0	14	7	606	1911	-1	1	1	0	nested_unsupported	7	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/arbiter_with_cancel_pb_8_pe_.tlsf	tlsf-corpus/arbiter_with_cancel_pb_8_pe_.tlsf	0	16	8	696	2195	-1	1	1	0	nested_unsupported	8	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/arbiter_with_cancel_pb_9_pe_.tlsf	tlsf-corpus/arbiter_with_cancel_pb_9_pe_.tlsf	0	18	9	789	2485	-1	1	1	0	nested_unsupported	9	0	0	0	1	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/chomp_pb_2_2_pe_.tlsf	tlsf-corpus/chomp_pb_2_2_pe_.tlsf	0	4	9	302	1166	-1	1	0	0	until	0	0	0	1	0	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/chomp_pb_2_3_pe_.tlsf	tlsf-corpus/chomp_pb_2_3_pe_.tlsf	0	5	12	422	1638	-1	1	0	0	until	0	0	0	1	0	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/chomp_pb_2_4_pe_.tlsf	tlsf-corpus/chomp_pb_2_4_pe_.tlsf	0	6	15	542	2110	-1	1	0	0	until	0	0	0	1	0	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/chomp_pb_2_5_pe_.tlsf	tlsf-corpus/chomp_pb_2_5_pe_.tlsf	0	7	18	662	2582	-1	1	0	0	until	0	0	0	1	0	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
tlsf-corpus/chomp_pb_2_6_pe_.tlsf	tlsf-corpus/chomp_pb_2_6_pe_.tlsf	0	8	21	782	3070	-1	1	0	0	until	0	0	0	1	0	ltlsynt	ltlsynt fallback	1	0	liveness temporal operators are not OxiDD-eligible
