target,diag_index,diag_kind,checkpoint,wrapper_returncode,wrapper_timed_out,wrapper_stdout_bytes,wrapper_stderr_bytes,pid,instance,path,translation_pref,rsimp_ms,rsimp_changed,syntactic_bypass,syntactic_bypass_ms,translation_ms,aut_states,aut_edges,fast_class,fast_class_ms,fast_solve_ms,fast_verdict,preproc,preproc_ms,preproc_states_before,preproc_states_after,preproc_edges_before,preproc_edges_after,cap_census_ms,cap_k,cap_states_at_k,cap_states_finite,cap_states_zero,cap_counting_states,cap_finite_counting_states,simulation_census_ms,simulation_states_after,simulation_states_removed,bool_threshold,max_f,max_f_size,loops,k_attempts,local_probe_runs,local_probe_status,local_probe_forward_apps,local_probe_skipped_over_budget,local_probe_nodes,cpre_skipped,k_bumped_by_local_refutation,cpre_ms,picker_ms,apply_ms,downset_ms,actions_seen,meets_computed,meet_batches,alphabet_input_paths,alphabet_input_nodes,alphabet_output_paths,alphabet_output_nodes,alphabet_bdd_nodes,alphabet_max_output_paths,alphabet_max_output_nodes,alphabet_minimal_output_nodes,alphabet_dominance_tests,alphabet_dominance_declines,alphabet_census_ms,alphabet_dominance_ms,decoded_transition_sets,decoded_unique_transition_sets,decode_ms,equivariant,eq_clients,eq_blocks,eq_orbits,sym_families,sym_indices,sym_matrix,sym_subsets,sym_selected,sym_orbit_sizes,sym_blocks,sym_shared,solve_ms,total_ms,result,final_reason,source_format,tlsf_effective_target,tlsf_gr_level,tlsf_semantics,tlsf_target
amba_case_study_pb_3_pe_.ltl,11,progress,cpre-after-action,124,1,0,123442,1627948,amba_case_study_pb_3_pe_.ltl,real,small,2,0,fallback,0,7625,104,478,gfg-disabled,0,0,fallback,aut_preprocessors::standard,0,104,104,478,478,0,0,0,0,0,0,0,0,0,0,20,2788,2788,40,2,0,none,0,0,0,0,0,21846,1079.29,5457.61,16384.6,32768,23595743,39,162,162,165888,134784,418773,1024,832,0,0,0,30,0,134784,134784,3464,declined:too few indexed clients,0,0,0,-,-,-,-,-,-,-,-,0,35235,unknown,unknown,tlsf,Mealy,-1,Mealy,Mealy
amba_case_study_pb_3_pe_.ltl,12,progress,cpre-before-intersection,124,1,0,123442,1627948,amba_case_study_pb_3_pe_.ltl,real,small,2,0,fallback,0,7625,104,478,gfg-disabled,0,0,fallback,aut_preprocessors::standard,0,104,104,478,478,0,0,0,0,0,0,0,0,0,0,20,2840,2840,64,2,0,none,0,0,0,0,0,36267.3,5249.83,12072.4,24188.4,53248,57654279,64,162,162,165888,134784,418773,1024,832,0,0,0,30,0,134784,134784,3464,declined:too few indexed clients,0,0,0,-,-,-,-,-,-,-,-,0,53827,unknown,unknown,tlsf,Mealy,-1,Mealy,Mealy
amba_case_study_pb_3_pe_.ltl,13,progress,solve-loop,124,1,0,123442,1627948,amba_case_study_pb_3_pe_.ltl,real,small,2,0,fallback,0,7625,104,478,gfg-disabled,0,0,fallback,aut_preprocessors::standard,0,104,104,478,478,0,0,0,0,0,0,0,0,0,0,20,2840,2840,75,3,0,none,0,0,0,0,0,42309.1,5277.36,13678.3,28623.5,61568,62279555,74,162,162,165888,134784,418773,1024,832,0,0,0,30,0,134784,134784,3464,declined:too few indexed clients,0,0,0,-,-,-,-,-,-,-,-,0,59897,unknown,unknown,tlsf,Mealy,-1,Mealy,Mealy
amba_case_study_pb_3_pe_.ltl,14,progress,after-decomposition,124,1,0,123442,1627949,amba_case_study_pb_3_pe_.ltl,unreal-formula,small,3,0,fallback,0,0,0,0,not-run,0,0,fallback,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not-run,0,0,0,-,-,-,-,-,-,-,-,0,3,unknown,unknown,tlsf,Mealy,-1,Mealy,Mealy
amba_case_study_pb_3_pe_.ltl,15,progress,after-rsimp,124,1,0,123442,1627949,amba_case_study_pb_3_pe_.ltl,unreal-formula,small,3,0,not-run,0,0,0,0,not-run,0,0,fallback,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not-run,0,0,0,-,-,-,-,-,-,-,-,0,3,unknown,unknown,tlsf,Mealy,-1,Mealy,Mealy
amba_case_study_pb_3_pe_.ltl,16,progress,after-decomposition,124,1,0,123442,1627950,amba_case_study_pb_3_pe_.ltl,unreal-automaton,small,2,0,fallback,0,0,0,0,not-run,0,0,fallback,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not-run,0,0,0,-,-,-,-,-,-,-,-,0,3,unknown,unknown,tlsf,Mealy,-1,Mealy,Mealy
amba_case_study_pb_3_pe_.ltl,17,progress,after-rsimp,124,1,0,123442,1627950,amba_case_study_pb_3_pe_.ltl,unreal-automaton,small,2,0,not-run,0,0,0,0,not-run,0,0,fallback,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not-run,0,0,0,-,-,-,-,-,-,-,-,0,2,unknown,unknown,tlsf,Mealy,-1,Mealy,Mealy
amba_case_study_pb_2_pe_.ltl,1,final,final,0,0,11,118709,1628134,amba_case_study_pb_2_pe_.ltl,real,small,6,0,fallback,0,212,73,340,gfg-disabled,0,0,fallback,aut_preprocessors::standard,0,73,73,340,340,0,0,0,0,0,0,0,0,0,0,15,256,256,68,3,0,none,0,0,0,0,0,440.438,139.786,233.876,204.848,12864,944971,67,54,54,11904,10368,39174,256,192,0,0,0,2,0,10368,10368,206,declined:too few indexed clients,0,0,0,-,-,-,-,-,-,-,-,862,1082,solved,fixedpoint,tlsf,Mealy,-1,Mealy,Mealy
amba_case_study_pb_2_pe_.ltl,2,progress,after-action-construction,0,0,11,118709,1628134,amba_case_study_pb_2_pe_.ltl,real,small,6,0,fallback,0,212,73,340,gfg-disabled,0,0,fallback,aut_preprocessors::standard,0,73,73,340,340,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,54,54,11904,10368,39174,256,192,0,0,0,2,0,10368,10368,206,declined:too few indexed clients,0,0,0,-,-,-,-,-,-,-,-,0,488,unknown,unknown,tlsf,Mealy,-1,Mealy,Mealy
amba_case_study_pb_2_pe_.ltl,3,progress,after-decomposition,0,0,11,118709,1628134,amba_case_study_pb_2_pe_.ltl,real,small,6,0,fallback,0,0,0,0,not-run,0,0,fallback,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not-run,0,0,0,-,-,-,-,-,-,-,-,0,7,unknown,unknown,tlsf,Mealy,-1,Mealy,Mealy
amba_case_study_pb_2_pe_.ltl,4,progress,after-preprocessing,0,0,11,118709,1628134,amba_case_study_pb_2_pe_.ltl,real,small,6,0,fallback,0,212,73,340,gfg-disabled,0,0,fallback,aut_preprocessors::standard,0,73,73,340,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not-run,0,0,0,-,-,-,-,-,-,-,-,0,219,unknown,unknown,tlsf,Mealy,-1,Mealy,Mealy
amba_case_study_pb_2_pe_.ltl,5,progress,after-rsimp,0,0,11,118709,1628134,amba_case_study_pb_2_pe_.ltl,real,small,6,0,not-run,0,0,0,0,not-run,0,0,fallback,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not-run,0,0,0,-,-,-,-,-,-,-,-,0,7,unknown,unknown,tlsf,Mealy,-1,Mealy,Mealy
amba_case_study_pb_2_pe_.ltl,6,progress,after-spot-fast,0,0,11,118709,1628134,amba_case_study_pb_2_pe_.ltl,real,small,6,0,fallback,0,212,73,340,gfg-disabled,0,0,fallback,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not-run,0,0,0,-,-,-,-,-,-,-,-,0,219,unknown,unknown,tlsf,Mealy,-1,Mealy,Mealy
amba_case_study_pb_2_pe_.ltl,7,progress,after-translation,0,0,11,118709,1628134,amba_case_study_pb_2_pe_.ltl,real,small,6,0,fallback,0,212,73,340,not-run,0,0,fallback,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not-run,0,0,0,-,-,-,-,-,-,-,-,0,219,unknown,unknown,tlsf,Mealy,-1,Mealy,Mealy
amba_case_study_pb_2_pe_.ltl,8,progress,alphabet-census,0,0,11,118709,1628134,amba_case_study_pb_2_pe_.ltl,real,small,6,0,fallback,0,212,73,340,gfg-disabled,0,0,fallback,aut_preprocessors::standard,0,73,73,340,340,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,54,54,11904,10368,39174,256,192,0,0,0,2,0,0,0,0,declined:too few indexed clients,0,0,0,-,-,-,-,-,-,-,-,0,249,unknown,unknown,tlsf,Mealy,-1,Mealy,Mealy
amba_case_study_pb_2_pe_.ltl,9,progress,before-solve,0,0,11,118709,1628134,amba_case_study_pb_2_pe_.ltl,real,small,6,0,fallback,0,212,73,340,gfg-disabled,0,0,fallback,aut_preprocessors::standard,0,73,73,340,340,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not-run,0,0,0,-,-,-,-,-,-,-,-,0,219,unknown,unknown,tlsf,Mealy,-1,Mealy,Mealy
amba_case_study_pb_2_pe_.ltl,10,progress,classic-after-cpre,0,0,11,118709,1628134,amba_case_study_pb_2_pe_.ltl,real,small,6,0,fallback,0,212,73,340,gfg-disabled,0,0,fallback,aut_preprocessors::standard,0,73,73,340,340,0,0,0,0,0,0,0,0,0,0,15,256,256,64,3,0,none,0,0,0,0,0,418.685,30.4872,220.794,196.244,12288,884477,64,54,54,11904,10368,39174,256,192,0,0,0,2,0,10368,10368,206,declined:too few indexed clients,0,0,0,-,-,-,-,-,-,-,-,0,937,unknown,unknown,tlsf,Mealy,-1,Mealy,Mealy
amba_case_study_pb_2_pe_.ltl,11,progress,classic-after-picker,0,0,11,118709,1628134,amba_case_study_pb_2_pe_.ltl,real,small,6,0,fallback,0,212,73,340,gfg-disabled,0,0,fallback,aut_preprocessors::standard,0,73,73,340,340,0,0,0,0,0,0,0,0,0,0,15,256,256,64,3,0,none,0,0,0,0,0,409.63,30.4872,215.797,192.22,12096,850989,63,54,54,11904,10368,39174,256,192,0,0,0,2,0,10368,10368,206,declined:too few indexed clients,0,0,0,-,-,-,-,-,-,-,-,0,928,unknown,unknown,tlsf,Mealy,-1,Mealy,Mealy
amba_case_study_pb_2_pe_.ltl,12,progress,cpre-after-action,0,0,11,118709,1628134,amba_case_study_pb_2_pe_.ltl,real,small,6,0,fallback,0,212,73,340,gfg-disabled,0,0,fallback,aut_preprocessors::standard,0,73,73,340,340,0,0,0,0,0,0,0,0,0,0,15,256,256,43,3,0,none,0,0,0,0,0,244.775,15.9539,128.506,115.265,8192,460403,42,54,54,11904,10368,39174,256,192,0,0,0,2,0,10368,10368,206,declined:too few indexed clients,0,0,0,-,-,-,-,-,-,-,-,0,749,unknown,unknown,tlsf,Mealy,-1,Mealy,Mealy
amba_case_study_pb_2_pe_.ltl,13,progress,cpre-before-intersection,0,0,11,118709,1628134,amba_case_study_pb_2_pe_.ltl,real,small,6,0,fallback,0,212,73,340,gfg-disabled,0,0,fallback,aut_preprocessors::standard,0,73,73,340,340,0,0,0,0,0,0,0,0,0,0,15,256,256,64,3,0,none,0,0,0,0,0,417.793,30.4872,220.794,195.366,12288,884477,64,54,54,11904,10368,39174,256,192,0,0,0,2,0,10368,10368,206,declined:too few indexed clients,0,0,0,-,-,-,-,-,-,-,-,0,936,unknown,unknown,tlsf,Mealy,-1,Mealy,Mealy
amba_case_study_pb_2_pe_.ltl,14,progress,solve-loop,0,0,11,118709,1628134,amba_case_study_pb_2_pe_.ltl,real,small,6,0,fallback,0,212,73,340,gfg-disabled,0,0,fallback,aut_preprocessors::standard,0,73,73,340,340,0,0,0,0,0,0,0,0,0,0,15,256,256,65,3,0,none,0,0,0,0,0,418.685,30.4872,220.794,196.244,12288,884477,64,54,54,11904,10368,39174,256,192,0,0,0,2,0,10368,10368,206,declined:too few indexed clients,0,0,0,-,-,-,-,-,-,-,-,0,937,unknown,unknown,tlsf,Mealy,-1,Mealy,Mealy
amba_case_study_pb_2_pe_.ltl,15,progress,after-decomposition,0,0,11,118709,1628135,amba_case_study_pb_2_pe_.ltl,unreal-formula,small,6,0,fallback,0,0,0,0,not-run,0,0,fallback,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not-run,0,0,0,-,-,-,-,-,-,-,-,0,7,unknown,unknown,tlsf,Mealy,-1,Mealy,Mealy
amba_case_study_pb_2_pe_.ltl,16,progress,after-rsimp,0,0,11,118709,1628135,amba_case_study_pb_2_pe_.ltl,unreal-formula,small,6,0,not-run,0,0,0,0,not-run,0,0,fallback,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not-run,0,0,0,-,-,-,-,-,-,-,-,0,6,unknown,unknown,tlsf,Mealy,-1,Mealy,Mealy
amba_case_study_pb_2_pe_.ltl,17,progress,after-decomposition,0,0,11,118709,1628136,amba_case_study_pb_2_pe_.ltl,unreal-automaton,small,6,0,fallback,0,0,0,0,not-run,0,0,fallback,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not-run,0,0,0,-,-,-,-,-,-,-,-,0,7,unknown,unknown,tlsf,Mealy,-1,Mealy,Mealy
amba_case_study_pb_2_pe_.ltl,18,progress,after-rsimp,0,0,11,118709,1628136,amba_case_study_pb_2_pe_.ltl,unreal-automaton,small,6,0,not-run,0,0,0,0,not-run,0,0,fallback,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not-run,0,0,0,-,-,-,-,-,-,-,-,0,6,unknown,unknown,tlsf,Mealy,-1,Mealy,Mealy
amba_case_study_pb_2_pe_.ltl,19,progress,after-translation,0,0,11,118709,1628136,amba_case_study_pb_2_pe_.ltl,unreal-automaton,small,6,0,fallback,0,897,701,30072,not-run,0,0,fallback,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not-run,0,0,0,-,-,-,-,-,-,-,-,0,904,unknown,unknown,tlsf,Mealy,-1,Mealy,Mealy
amba_decomposed_arbiter_pb_7_pe_.ltl,1,progress,after-action-construction,124,1,0,230914,1628143,amba_decomposed_arbiter_pb_7_pe_.ltl,real,small,5,0,fallback,0,258,39,98,gfg-disabled,0,0,fallback,aut_preprocessors::standard,0,39,39,98,98,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,256,256,114688,35456,35865,512,142,0,0,0,9,0,35456,35456,176,attempted,6,5,28,-,-,-,-,-,-,-,-,0,479,unknown,unknown,tlsf,Mealy,-1,Mealy,Mealy
amba_decomposed_arbiter_pb_7_pe_.ltl,2,progress,after-decomposition,124,1,0,230914,1628143,amba_decomposed_arbiter_pb_7_pe_.ltl,real,small,5,0,fallback,0,0,0,0,not-run,0,0,fallback,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not-run,0,0,0,-,-,-,-,-,-,-,-,0,6,unknown,unknown,tlsf,Mealy,-1,Mealy,Mealy
amba_decomposed_arbiter_pb_7_pe_.ltl,3,progress,after-preprocessing,124,1,0,230914,1628143,amba_decomposed_arbiter_pb_7_pe_.ltl,real,small,5,0,fallback,0,258,39,98,gfg-disabled,0,0,fallback,aut_preprocessors::standard,0,39,39,98,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not-run,0,0,0,-,-,-,-,-,-,-,-,0,264,unknown,unknown,tlsf,Mealy,-1,Mealy,Mealy
amba_decomposed_arbiter_pb_7_pe_.ltl,4,progress,after-rsimp,124,1,0,230914,1628143,amba_decomposed_arbiter_pb_7_pe_.ltl,real,small,5,0,not-run,0,0,0,0,not-run,0,0,fallback,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not-run,0,0,0,-,-,-,-,-,-,-,-,0,6,unknown,unknown,tlsf,Mealy,-1,Mealy,Mealy
amba_decomposed_arbiter_pb_7_pe_.ltl,5,progress,after-spot-fast,124,1,0,230914,1628143,amba_decomposed_arbiter_pb_7_pe_.ltl,real,small,5,0,fallback,0,258,39,98,gfg-disabled,0,0,fallback,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not-run,0,0,0,-,-,-,-,-,-,-,-,0,264,unknown,unknown,tlsf,Mealy,-1,Mealy,Mealy
amba_decomposed_arbiter_pb_7_pe_.ltl,6,progress,after-translation,124,1,0,230914,1628143,amba_decomposed_arbiter_pb_7_pe_.ltl,real,small,5,0,fallback,0,258,39,98,not-run,0,0,fallback,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not-run,0,0,0,-,-,-,-,-,-,-,-,0,264,unknown,unknown,tlsf,Mealy,-1,Mealy,Mealy
amba_decomposed_arbiter_pb_7_pe_.ltl,7,progress,alphabet-census,124,1,0,230914,1628143,amba_decomposed_arbiter_pb_7_pe_.ltl,real,small,5,0,fallback,0,258,39,98,gfg-disabled,0,0,fallback,aut_preprocessors::standard,0,39,39,98,98,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,256,256,114688,35456,35865,512,142,0,0,0,9,0,0,0,0,attempted,6,5,28,-,-,-,-,-,-,-,-,0,298,unknown,unknown,tlsf,Mealy,-1,Mealy,Mealy
amba_decomposed_arbiter_pb_7_pe_.ltl,8,progress,before-solve,124,1,0,230914,1628143,amba_decomposed_arbiter_pb_7_pe_.ltl,real,small,5,0,fallback,0,258,39,98,gfg-disabled,0,0,fallback,aut_preprocessors::standard,0,39,39,98,98,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not-run,0,0,0,-,-,-,-,-,-,-,-,0,264,unknown,unknown,tlsf,Mealy,-1,Mealy,Mealy
